Indicator Name,What Is This Indicator,Location Type,Location,Indicator Value,Indicator Value Units,Lower Confidence Interval,Upper Confidence Interval,Indicator Value Unstable,Period of Measure,Data Source,Technical Note,Breakout Title,Breakout Category,Breakout Subcategory,Breakout Value,Breakout Value Units,Breakout Lower Confidence Interval,Breakout Upper Confidence Interval,Breakout Unstable,Breakout Footer
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001602,12.3,percent,10.4,15.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001603,6,percent,5.2,7.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001604,6.5,percent,5.3,8.4,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001605,8.5,percent,7.6,9.9,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001606,35.7,percent,33,38.5,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001705,7.6,percent,6.7,8.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001706,8.7,percent,7.4,10.5,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001707,11.2,percent,9.4,13.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001712,21.5,percent,18.2,25,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001713,18,percent,15.5,20.9,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001714,10.4,percent,9,12.2,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001716,8.5,percent,7,10.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001718,9.8,percent,8.2,11.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001719,6.7,percent,5.6,8.2,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001722,12.2,percent,10.1,14.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001728,15.6,percent,13.1,18.5,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001729,15,percent,12.9,16.9,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001737,9.1,percent,7.9,10.5,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001738,10.2,percent,8.8,11.7,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001740,11.8,percent,9.8,14.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001742,15,percent,11.5,18.9,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001745,13.3,percent,11.3,15.6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001746,16.7,percent,14,19.6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001747,22.3,percent,19.1,25.2,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001748,16.3,percent,13.7,19,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001749,12.9,percent,10.7,15.6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001750,17.1,percent,14.6,20,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001751,6.8,percent,5.9,8.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001752,21.6,percent,18,26,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001753,12.7,percent,10.5,16,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001754,14.2,percent,12.1,16.6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001755,6.9,percent,5.7,8.4,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001756,9.2,percent,8.2,10.4,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults without Health Insurance,This indicator shows the percentage of adults aged 18-64 that do not have any kind of health insurance coverage. ,Census Tract,48453001757,9,percent,7.5,10.9,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
