Indicator Name,What Is This Indicator,Location Type,Location,Indicator Value,Indicator Value Units,Lower Confidence Interval,Upper Confidence Interval,Indicator Value Unstable,Period of Measure,Data Source,Technical Note,Breakout Title,Breakout Category,Breakout Subcategory,Breakout Value,Breakout Value Units,Breakout Lower Confidence Interval,Breakout Upper Confidence Interval,Breakout Unstable,Breakout Footer
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000304,8.2,percent,3.7,12.7,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000304,8.9,percent,4,13.8,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000304,10.2,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000304,5.8,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000305,6.9,percent,3,10.8,No,2011-2015,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000305,6.3,percent,2.5,10.1,No,2010-2014,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000305,5.7,percent,2,9.4,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000305,5,percent,1.9,8.1,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000305,7.5,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000305,7.2,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000306,12,percent,7,17,No,2011-2015,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000306,10.4,percent,4.3,16.5,No,2010-2014,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000306,9.2,percent,3.1,15.3,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000306,12.3,percent,4.4,20.2,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000306,15,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000306,14.1,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000307,10.1,percent,3.9,16.3,No,2011-2015,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000307,7.8,percent,1.5,14.1,No,2010-2014,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000307,7.3,percent,1.5,13.1,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000307,3.5,percent,0.5,6.5,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000307,2.7,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000307,2.5,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000401,7.5,percent,3.8,11.2,No,2011-2015,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000401,8.8,percent,5.4,12.2,No,2010-2014,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000401,10.3,percent,6.3,14.3,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000401,10.1,percent,5.7,14.5,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000401,9.8,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000401,8.5,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000402,4.6,percent,1.6,7.6,No,2011-2015,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000402,4.8,percent,1.9,7.7,No,2010-2014,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000402,6.4,percent,2.3,10.5,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000402,7.9,percent,3.2,12.6,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000402,12.2,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000402,13.9,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000500,12.8,percent,7.8,17.8,No,2011-2015,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000500,12.4,percent,7.7,17.1,No,2010-2014,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000500,11.3,percent,6.8,15.8,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000500,8.9,percent,4.7,13.1,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000500,8.8,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000500,11,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000601,10.9,percent,7,14.8,No,2011-2015,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000601,10.4,percent,4.7,16.1,No,2010-2014,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000601,8.7,percent,3,14.4,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000601,8.4,percent,3,13.8,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000601,6.6,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000601,6.2,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000603,13.7,percent,7.1,20.3,No,2011-2015,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000603,11.4,percent,6.1,16.7,No,2010-2014,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000603,11,percent,5.3,16.7,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000603,10.4,percent,5.9,14.9,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000603,9.6,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000603,8.8,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000604,26.6,percent,18,35.2,No,2011-2015,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000604,19.5,percent,12.1,26.9,No,2010-2014,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000604,19.1,percent,10.9,27.3,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000604,19.5,percent,12.3,26.7,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000604,19.5,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000604,17,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000700,12.1,percent,7.1,17.1,No,2011-2015,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000700,10.8,percent,6.1,15.5,No,2010-2014,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000700,8.2,percent,3.9,12.5,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000700,12,percent,6.3,17.7,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000700,10.9,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000700,17.6,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000801,18.8,percent,12.2,25.4,No,2011-2015,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000801,17.2,percent,10.6,23.8,No,2010-2014,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000801,18,percent,10.2,25.8,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000801,24.9,percent,15.4,34.4,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000801,26.8,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000801,19.9,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000802,28.7,percent,20.6,36.8,No,2011-2015,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000802,24.9,percent,15.4,34.4,No,2010-2014,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000802,27.3,percent,20.6,34,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000802,29.2,percent,21,37.4,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000802,32.5,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000802,27.5,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000803,3.5,percent,0.7,6.3,No,2011-2015,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000803,9.2,percent,3.2,15.2,No,2010-2014,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000803,8.4,percent,2.1,14.7,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000803,10.2,percent,4.2,16.2,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000803,10.8,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000803,19.8,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000804,28.8,percent,22.6,35,No,2011-2015,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000804,28.9,percent,22.1,35.7,No,2010-2014,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000804,25.6,percent,18.4,32.8,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000804,24.2,percent,17.1,31.3,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000804,28.2,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000804,29.7,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000901,9.6,percent,5.4,13.8,No,2011-2015,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000901,9.5,percent,5.2,13.8,No,2010-2014,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000901,10.1,percent,5.8,14.4,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000901,9.4,percent,4,14.8,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000901,15,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000901,12.8,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000902,13.5,percent,9.2,17.8,No,2011-2015,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000902,14.8,percent,9.6,20,No,2010-2014,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000902,16.6,percent,10.3,22.9,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000902,17.8,percent,11.3,24.3,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000902,19.9,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453000902,21.7,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001000,17.6,percent,12,23.2,No,2011-2015,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001000,22.1,percent,16,28.2,No,2010-2014,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001000,24.5,percent,18.2,30.8,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001000,26,percent,19.9,32.1,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001000,23.6,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001000,22.5,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001100,8.7,percent,3.7,13.7,No,2011-2015,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001100,11.1,percent,5.4,16.8,No,2010-2014,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001100,10.3,percent,5.1,15.5,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001100,13.3,percent,7.9,18.7,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001100,18.2,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001100,13.4,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001200,7,percent,2.6,11.4,No,2011-2015,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001200,4.4,percent,1.2,7.6,No,2010-2014,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001200,4.6,percent,1.1,8.1,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001200,4.5,percent,1.7,7.3,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001200,3.2,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001200,5.6,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001303,5.8,percent,3.2,8.4,No,2011-2015,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001303,8.2,percent,4.6,11.8,No,2010-2014,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001303,5.5,percent,2.8,8.2,No,2009-2013,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001303,5.2,percent,2.6,7.8,No,2008-2012,American Community Survey,,,,,,,,,,
Households without a Vehicle,This indicator shows the percentage of households that do not have a vehicle.,Census Tract,48453001303,7.1,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
