Indicator Name,What Is This Indicator,Location Type,Location,Indicator Value,Indicator Value Units,Lower Confidence Interval,Upper Confidence Interval,Indicator Value Unstable,Period of Measure,Data Source,Technical Note,Breakout Title,Breakout Category,Breakout Subcategory,Breakout Value,Breakout Value Units,Breakout Lower Confidence Interval,Breakout Upper Confidence Interval,Breakout Unstable,Breakout Footer
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000206,7.5,percent,-1.7,16.7,No,2008-2012,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000206,5,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000206,5.2,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000302,17.1,percent,-10.5,44.7,No,2011-2015,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000302,16.4,percent,-10.9,43.7,No,2010-2014,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000302,15.5,percent,-11.1,42.1,No,2009-2013,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000302,14.7,percent,-8.3,37.7,No,2008-2012,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000302,0.4,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000302,5.2,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000304,0,percent,-29.5,29.5,No,2011-2015,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000304,0,percent,-47.3,47.3,No,2010-2014,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000304,0,percent,-86.7,86.7,No,2009-2013,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000304,0,percent,-118.2,118.2,No,2008-2012,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000304,0,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000304,0,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000305,9.2,percent,-15.8,34.2,No,2011-2015,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000305,0,percent,-49.1,49.1,No,2010-2014,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000305,0,percent,-72.2,72.2,No,2009-2013,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000305,0,percent,-51,51,No,2008-2012,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000305,0,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000305,0,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000306,23.5,percent,0.2,46.8,No,2011-2015,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000306,22.5,percent,-7.9,52.9,No,2010-2014,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000306,33.3,percent,-5.6,72.2,No,2009-2013,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000306,50,percent,1.3,98.7,No,2008-2012,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000306,0,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000306,0,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000307,14.1,percent,-5.2,33.4,No,2011-2015,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000307,10.1,percent,-10.1,30.3,No,2010-2014,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000307,11.3,percent,-11.8,34.4,No,2009-2013,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000307,0,percent,-19.8,19.8,No,2008-2012,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000307,5.1,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000307,5.2,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000401,0,percent,-14.4,14.4,No,2011-2015,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000401,0,percent,-17.8,17.8,No,2010-2014,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000401,0,percent,-18.6,18.6,No,2009-2013,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000401,0,percent,-16.9,16.9,No,2008-2012,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000401,8.6,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000401,7.6,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000402,1.9,percent,-5.8,9.6,No,2011-2015,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000402,18.3,percent,-0.6,37.2,No,2010-2014,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000402,16.7,percent,0.3,33.1,No,2009-2013,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000402,13.4,percent,-2.4,29.2,No,2008-2012,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000402,18.3,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000402,13.3,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000500,2.7,percent,-7.8,13.2,No,2011-2015,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000500,1,percent,-22.3,24.3,No,2010-2014,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000500,0.9,percent,-19.2,21,No,2009-2013,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000500,1,percent,-22.4,24.4,No,2008-2012,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000500,0.8,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000500,0,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000601,0,percent,-225,225,No,2011-2015,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000601,0,percent,-327.3,327.3,No,2010-2014,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000601,0,percent,-360,360,No,2009-2013,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000601,0,percent,-720,720,No,2008-2012,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000601,16.7,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000603,100,percent,,,No,2011-2015,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000603,0,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000604,100,percent,,,No,2009-2013,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000604,100,percent,,,No,2008-2012,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000604,75.5,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000604,0,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000700,1.7,percent,-11,14.4,No,2011-2015,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000700,1.8,percent,-12.1,15.7,No,2010-2014,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000700,2.4,percent,-16.3,21.1,No,2009-2013,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000700,2.9,percent,-10.7,16.5,No,2008-2012,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000700,2.2,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000700,0,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000801,21.3,percent,12.3,30.3,No,2011-2015,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000801,24.3,percent,13.7,34.9,No,2010-2014,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000801,28,percent,15.3,40.7,No,2009-2013,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000801,27.2,percent,15.2,39.2,No,2008-2012,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000801,31,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000801,27.9,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000802,16,percent,3.1,28.9,No,2011-2015,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000802,10.2,percent,-2.6,23,No,2010-2014,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000802,10.5,percent,-3.2,24.2,No,2009-2013,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000802,22.4,percent,7.5,37.3,No,2008-2012,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000802,26.6,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000802,30.1,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000803,32,percent,14.2,49.8,No,2011-2015,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000803,43.3,percent,29.7,56.9,No,2010-2014,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000803,31.5,percent,10.3,52.7,No,2009-2013,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000803,34.8,percent,17,52.6,No,2008-2012,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000803,46.4,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000803,37.6,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000804,57.5,percent,41.3,73.7,No,2011-2015,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000804,54.3,percent,35.3,73.3,No,2010-2014,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000804,45.8,percent,27.9,63.7,No,2009-2013,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000804,38.4,percent,18.4,58.4,No,2008-2012,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000804,25.6,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000804,20.5,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000901,11.5,percent,-8.2,31.2,No,2011-2015,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000901,17.2,percent,-4.3,38.7,No,2010-2014,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000901,19.2,percent,-3.6,42,No,2009-2013,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000901,19.2,percent,-5.6,44,No,2008-2012,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000901,22.4,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000901,16.4,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000902,16.9,percent,8.2,25.6,No,2011-2015,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000902,20.6,percent,9.7,31.5,No,2010-2014,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000902,14.8,percent,4.3,25.3,No,2009-2013,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000902,20.9,percent,8.6,33.2,No,2008-2012,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000902,27.1,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453000902,25.4,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453001000,26.2,percent,14.2,38.2,No,2011-2015,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453001000,31.8,percent,18.1,45.5,No,2010-2014,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453001000,36,percent,21.4,50.6,No,2009-2013,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453001000,40.9,percent,25.8,56,No,2008-2012,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453001000,38.8,percent,,,No,2007-2011,American Community Survey,,,,,,,,,,
People 65+ Living Below Poverty Level,This indicator shows the percentage of people aged 65 years and over living below the federal poverty level.,Census Tract,48453001000,38,percent,,,No,2006-2010,American Community Survey,,,,,,,,,,
