Indicator Name,What Is This Indicator,Location Type,Location,Indicator Value,Indicator Value Units,Lower Confidence Interval,Upper Confidence Interval,Indicator Value Unstable,Period of Measure,Data Source,Technical Note,Breakout Title,Breakout Category,Breakout Subcategory,Breakout Value,Breakout Value Units,Breakout Lower Confidence Interval,Breakout Upper Confidence Interval,Breakout Unstable,Breakout Footer
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453000601,54.9,percent,53.1,56.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453000603,53.7,percent,51.5,55.9,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453000604,53.9,percent,51.8,56.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453000700,64.5,percent,63.5,65.4,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453000801,66.8,percent,65.8,67.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453000802,65.6,percent,64.6,66.5,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453000803,63.8,percent,62.7,64.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453000804,64.6,percent,63.6,65.6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453000901,64,percent,62.8,65.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453000902,63,percent,61.8,64.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001000,65.2,percent,64.1,66.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001100,63.8,percent,62.8,64.7,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001200,63.9,percent,63.1,64.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001303,66,percent,65,66.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001304,64.6,percent,63.5,65.5,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001305,63.1,percent,61.9,64.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001307,63.1,percent,62.1,64.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001308,62.5,percent,61.6,63.5,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001401,63.3,percent,62.2,64.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001402,64.3,percent,63.3,65.2,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001403,63.6,percent,62.6,64.6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001501,70.1,percent,69.3,70.9,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001503,62.6,percent,61.8,63.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001504,67.7,percent,66.9,68.6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001505,65.3,percent,64.2,66.2,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001602,62.8,percent,62,63.7,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001603,69.8,percent,69,70.5,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001604,72.7,percent,71.9,73.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001605,66.5,percent,66,67.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001606,65.9,percent,64.9,66.9,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001705,72.7,percent,72.2,73.2,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001706,70.3,percent,69.6,71,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001707,70.3,percent,69.6,70.9,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001712,68.2,percent,67.3,69,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001713,66.3,percent,65.5,67.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001714,67.5,percent,66.7,68.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001716,68.5,percent,67.7,69.2,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001718,68.3,percent,67.6,69.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001719,73.1,percent,72.4,73.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001722,64.1,percent,63.2,64.9,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001728,66.7,percent,65.8,67.5,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001729,65,percent,64.4,65.7,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001737,67.7,percent,67,68.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001738,69.4,percent,68.7,69.9,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001740,66.8,percent,65.9,67.6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001742,67.9,percent,66.6,69.2,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001745,69.6,percent,68.9,70.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001746,65.8,percent,65,66.7,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001747,65.3,percent,64.6,66.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001748,64,percent,63.1,64.9,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001749,65.4,percent,64.6,66.2,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001750,62.5,percent,61.8,63.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001751,75.4,percent,74.9,75.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001752,58.1,percent,56.8,59.2,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001753,61.3,percent,60.1,62.4,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001754,67,percent,66.3,67.6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001755,71.4,percent,70.6,72.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001756,69.3,percent,68.7,69.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults who have had a Routine Checkup,This indicator shows the percentage of adults that report having visited a doctor for a routine checkup within the past year.,Census Tract,48453001757,71.2,percent,70.4,71.9,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
