Indicator Name,What Is This Indicator,Location Type,Location,Indicator Value,Indicator Value Units,Lower Confidence Interval,Upper Confidence Interval,Indicator Value Unstable,Period of Measure,Data Source,Technical Note,Breakout Title,Breakout Category,Breakout Subcategory,Breakout Value,Breakout Value Units,Breakout Lower Confidence Interval,Breakout Upper Confidence Interval,Breakout Unstable,Breakout Footer
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453000307,7.2,percent,6.6,7.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453000401,3.9,percent,3.6,4.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453000402,8.3,percent,7.7,9,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453000500,3.7,percent,3.4,4,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453000601,2,percent,1.8,2.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453000603,2.2,percent,2,2.4,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453000604,2.4,percent,2.1,2.5,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453000700,5.8,percent,5.3,6.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453000801,17.5,percent,16.3,18.7,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453000802,14.1,percent,13.4,14.9,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453000803,8.2,percent,7.6,8.9,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453000804,12.2,percent,11.5,13.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453000901,7.7,percent,7.2,8.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453000902,12.6,percent,11.7,13.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001000,12.7,percent,11.9,13.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001100,5.7,percent,5.3,6.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001200,4.1,percent,3.9,4.4,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001303,5.8,percent,5.3,6.4,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001304,5.2,percent,4.8,5.7,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001305,6.5,percent,6,7,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001307,7.8,percent,7.2,8.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001308,8.2,percent,7.7,8.7,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001401,4.5,percent,4.2,4.9,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001402,6.2,percent,5.6,6.7,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001403,8.2,percent,7.6,8.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001501,7.3,percent,6.7,8.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001503,6.8,percent,6.4,7.2,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001504,6.7,percent,6.2,7.2,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001505,7,percent,6.4,7.6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001602,4.4,percent,4.1,4.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001603,5.5,percent,5.2,6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001604,7.2,percent,6.7,8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001605,5.2,percent,5,5.5,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001606,19.6,percent,18.8,20.5,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001705,7.6,percent,7.1,8.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001706,6.9,percent,6.4,7.5,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001707,7.7,percent,7,8.4,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001712,10.2,percent,9.4,11.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001713,8.4,percent,7.9,8.9,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001714,6.1,percent,5.8,6.5,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001716,6,percent,5.6,6.6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001718,6.2,percent,5.6,6.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001719,7.9,percent,7.3,8.6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001722,4.7,percent,4.3,5,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001728,7.4,percent,6.8,7.9,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001729,6,percent,5.7,6.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001737,5.6,percent,5.3,5.9,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001738,7.6,percent,7.1,8.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001740,6.1,percent,5.5,6.5,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001742,10.1,percent,9.1,11.6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001745,8.8,percent,8.1,9.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001746,7.2,percent,6.7,7.6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001747,9,percent,8.5,9.6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001748,5.8,percent,5.5,6.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001749,5.4,percent,5.1,5.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001750,5.4,percent,5.1,5.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001751,8.6,percent,8,9.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001752,3.8,percent,3.6,4.1,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001753,3.3,percent,3.1,3.6,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001754,7.5,percent,7,8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001755,7,percent,6.5,7.5,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001756,6.8,percent,6.5,7.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001757,7.6,percent,7,8.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001760,5.9,percent,5.5,6.3,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001761,6.2,percent,5.6,6.8,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001765,5.8,percent,5.4,6.2,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
Adults with Diabetes,This indicator shows the percentage of adults who have ever been diagnosed with diabetes.,Census Tract,48453001769,7,percent,6.5,7.7,No,2014,CDC - 500 Cities Project,Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.,,,,,,,,,
